Rank;ESRB_Rating;Critic_Score;User_Score;url
1394;M;8.8;0;http://www.vgchartz.com/game/43321/deus-ex-human-revolution/?region=All
1395;NA;0;0;http://www.vgchartz.com/game/6364/nba-jam/?region=All
1396;NA;0;0;http://www.vgchartz.com/game/13474/teenage-mutant-ninja-turtles-iii-the-manhattan-project/?region=All
1397;T;0;0;http://www.vgchartz.com/game/3195/dynasty-warriors-5/?region=All
1398;E;0;0;http://www.vgchartz.com/game/12745/hannah-montana-spotlight-world-tour/?region=All
1399;T;0;0;http://www.vgchartz.com/game/70837/wwe-13/?region=All
1400;M;8.8;0;http://www.vgchartz.com/game/43321/deus-ex-human-revolution/?region=All
1401;M;0;0;http://www.vgchartz.com/game/5948/true-crime-streets-of-la/?region=All
1402;T;6.2;0;http://www.vgchartz.com/game/5847/the-sims-2/?region=All
1403;E;9.1;0;http://www.vgchartz.com/game/1713/paper-mario/?region=All
1404;T;8.2;0;http://www.vgchartz.com/game/63395/bravely-default-flying-fairy/?region=All
1405;M;0;0;http://www.vgchartz.com/game/72891/titanfall/?region=All
1406;M;0;0;http://www.vgchartz.com/game/601/duke-nukem-time-to-kill/?region=All
1407;NA;NC;NS;No_URL
1408;M;8.2;0;http://www.vgchartz.com/game/31569/dead-rising-2/?region=All
1409;E;6.4;0;http://www.vgchartz.com/game/34463/hasbro-family-game-night-2/?region=All
1410;E;0;0;http://www.vgchartz.com/game/13704/disney-princess-enchanted-journey/?region=All
1411;E;6.6;0;http://www.vgchartz.com/game/31621/gardening-mama/?region=All
1412;T;0;0;http://www.vgchartz.com/game/472/dave-mirra-freestyle-bmx-2/?region=All
1413;T;6.3;0;http://www.vgchartz.com/game/51003/need-for-speed-the-run/?region=All
1414;E10;7.5;0;http://www.vgchartz.com/game/15206/lego-indiana-jones-the-original-adventures/?region=All
1415;M;0;0;http://www.vgchartz.com/game/84000/assassins-creed-rogue/?region=All
1416;E;0;0;http://www.vgchartz.com/game/1902/ridge-racer-7/?region=All
1417;E;3.8;0;http://www.vgchartz.com/game/36265/a-collection-of-activision-classic-games-for-the-atari-2600/?region=All
1418;E10;0;0;http://www.vgchartz.com/game/82895/forza-horizon-2/?region=All
1419;T;8;8.7;http://www.vgchartz.com/game/22061/motorstorm-pacific-rift/?region=All
1420;E;7.7;0;http://www.vgchartz.com/game/45319/sonic-colors/?region=All
1421;T;0;0;http://www.vgchartz.com/game/7467/star-wars-knights-of-the-old-republic-ii-the-sith-lords/?region=All
1422;E10;7.9;0;http://www.vgchartz.com/game/35012/lego-harry-potter-years-1-4/?region=All
1423;NA;0;0;http://www.vgchartz.com/game/4032/pocket-monsters-stadium/?region=All
1424;E;0;0;http://www.vgchartz.com/game/78587/nba-2k15/?region=All
1425;T;0;0;http://www.vgchartz.com/game/2454/tom-clancys-ghost-recon-2/?region=All
1426;E;7.5;0;http://www.vgchartz.com/game/6215/crash-bandicoot-2-n-tranced/?region=All
1427;E10;9;0;http://www.vgchartz.com/game/13648/burnout-paradise/?region=All
1428;T;0;0;http://www.vgchartz.com/game/26761/singstar-abba/?region=All
1429;NA;0;0;http://www.vgchartz.com/game/12487/gradius/?region=All
1430;NA;0;0;http://www.vgchartz.com/game/6240/dragon-quest-iii-soshite-densetsu-e/?region=All
1431;NA;0;0;http://www.vgchartz.com/game/20198/centipede/?region=All
1432;E;0;0;http://www.vgchartz.com/game/73177/yoshis-new-island/?region=All
1433;M;0;0;http://www.vgchartz.com/game/73070/ryse-son-of-rome/?region=All
1434;M;0;0;http://www.vgchartz.com/game/5005/dead-to-rights/?region=All
1435;E10;0;0;http://www.vgchartz.com/game/51292/lego-harry-potter-years-5-7/?region=All
1436;T;8.2;0;http://www.vgchartz.com/game/44739/marvel-vs-capcom-3-fate-of-two-worlds/?region=All
1437;NA;0;0;http://www.vgchartz.com/game/3042/dance-dance-revolution-japan/?region=All
1438;E;8;0;http://www.vgchartz.com/game/33784/f1-2010/?region=All
1439;E;0;0;http://www.vgchartz.com/game/6324/madden-nfl-98/?region=All
1440;E;8.6;0;http://www.vgchartz.com/game/25801/fifa-soccer-09/?region=All
1441;E;0;0;http://www.vgchartz.com/game/7496/namco-museum-ds/?region=All
1442;E;0;0;http://www.vgchartz.com/game/7616/fifa-soccer-08/?region=All
1443;M;9.5;9.6;http://www.vgchartz.com/game/24661/grand-theft-auto-chinatown-wars/?region=All
1444;NA;0;0;http://www.vgchartz.com/game/13818/alan-wake/?region=All
1445;T;8.6;0;http://www.vgchartz.com/game/14537/battlefield-bad-company/?region=All
1446;M;0;0;http://www.vgchartz.com/game/82694/mortal-kombat-x/?region=All
1447;T;0;0;http://www.vgchartz.com/game/4236/samurai-warriors/?region=All
1448;T;7.7;0;http://www.vgchartz.com/game/6419/the-simpsons-hit-amp-run/?region=All
1449;M;8.2;8.2;http://www.vgchartz.com/game/7683/devil-may-cry-4/?region=All
1450;M;8.2;0;http://www.vgchartz.com/game/15674/tom-clancys-rainbow-six-vegas-2/?region=All
1451;T;7;0;http://www.vgchartz.com/game/3836/monster-hunter-freedom/?region=All
1452;M;8.7;0;http://www.vgchartz.com/game/35001/crysis-2/?region=All
1453;T;8;0;http://www.vgchartz.com/game/1961/saga-frontier/?region=All
1454;NA;0;0;http://www.vgchartz.com/game/12721/singstar-party/?region=All
1455;E;0;0;http://www.vgchartz.com/game/7616/fifa-soccer-08/?region=All
1456;T;9;0;http://www.vgchartz.com/game/47275/the-ico-amp-shadow-of-the-colossus-collection/?region=All
1457;T;0;0;http://www.vgchartz.com/game/5818/test-drive/?region=All
1458;E;8.8;0;http://www.vgchartz.com/game/1249/mario-amp-luigi-partners-in-time/?region=All
1459;T;7.6;0;http://www.vgchartz.com/game/1204/lost-planet-extreme-condition/?region=All
1460;M;0;0;http://www.vgchartz.com/game/6358/mortal-kombat-3/?region=All
1461;M;0;0;http://www.vgchartz.com/game/6234/doom-3/?region=All
1462;E10;7.9;0;http://www.vgchartz.com/game/553/donkey-kong-jungle-beat/?region=All
1463;E10;7.9;0;http://www.vgchartz.com/game/3908/need-for-speed-carbon/?region=All
1464;M;6.8;0;http://www.vgchartz.com/game/5334/max-payne-2-the-fall-of-max-payne/?region=All
1465;T;8.9;0;http://www.vgchartz.com/game/6212/command-amp-conquer-red-alert-2/?region=All
1466;E;0;0;http://www.vgchartz.com/game/5400/mvp-baseball-2004/?region=All
1467;T;0;0;http://www.vgchartz.com/game/12782/wwe-smackdown-vs-raw-2008/?region=All
1468;T;0;0;http://www.vgchartz.com/game/1847/ratchet-amp-clank-up-your-arsenal-weekly-american-sales/?region=All
1469;E;7;0;http://www.vgchartz.com/game/45626/your-shape-fitness-evolved/?region=All
1470;M;7.9;0;http://www.vgchartz.com/game/25458/rage/?region=All
1471;E10;0;0;http://www.vgchartz.com/game/73004/skylanders-swap-force/?region=All
1472;E;0;0;http://www.vgchartz.com/game/72228/nba-2k14/?region=All
1473;E;8.2;0;http://www.vgchartz.com/game/5728/spider-man-the-movie/?region=All
1474;T;0;0;http://www.vgchartz.com/game/6535/wwf-war-zone/?region=All
1475;T;9.6;0;http://www.vgchartz.com/game/5930/tony-hawks-pro-skater/?region=All
1476;T;0;0;http://www.vgchartz.com/game/5852/the-sims-bustin-out/?region=All
1477;E;0;0;http://www.vgchartz.com/game/2534/triple-play-2001/?region=All
1478;T;9.2;0;http://www.vgchartz.com/game/1340/metroid-prime-2-echoes/?region=All
1479;T;8.4;0;http://www.vgchartz.com/game/41760/ufc-undisputed-2010/?region=All
1480;T;0;0;http://www.vgchartz.com/game/78197/final-fantasy-x-x-2-hd-remaster/?region=All
1481;E;0;0;http://www.vgchartz.com/game/4985/corvette/?region=All
1482;E;0;0;http://www.vgchartz.com/game/18135/petz-wild-animals-dolphinz/?region=All
1483;E;6.5;0;http://www.vgchartz.com/game/42606/pokemon-ranger-guardian-signs/?region=All
1484;M;0;0;http://www.vgchartz.com/game/77129/middle-earth-shadow-of-mordor/?region=All
1485;E;7.6;0;http://www.vgchartz.com/game/1577/need-for-speed-underground-rivals/?region=All
1486;E10;7.5;0;http://www.vgchartz.com/game/13867/lego-batman-the-videogame/?region=All
1487;T;0;0;http://www.vgchartz.com/game/72895/dark-souls-ii/?region=All
1488;T;9.3;9.3;http://www.vgchartz.com/game/13834/world-of-warcraft-wrath-of-the-lich-king/?region=All
1489;E10;8.3;0;http://www.vgchartz.com/game/1130/kingdom-hearts-ii/?region=All
1490;E10;0;0;http://www.vgchartz.com/game/74477/the-lego-movie-videogame/?region=All
1491;NA;NC;NS;No_URL
1492;NA;0;0;http://www.vgchartz.com/game/6285/gyromite/?region=All
1493;E;0;0;http://www.vgchartz.com/game/5498/nfl-2k3/?region=All
1494;T;0;0;http://www.vgchartz.com/game/745/fighting-force/?region=All
1495;E;0;0;http://www.vgchartz.com/game/6341/mega-man-battle-network-4-red-sun-blue-moon/?region=All
1496;T;7.4;9.5;http://www.vgchartz.com/game/35119/mag-massive-action-game/?region=All
1497;E;0;0;http://www.vgchartz.com/game/1227/madden-nfl-97/?region=All
1498;E;6.5;0;http://www.vgchartz.com/game/50215/cars-2/?region=All
1499;E10;0;0;http://www.vgchartz.com/game/71070/skylanders-giants/?region=All
1500;E10;7.5;0;http://www.vgchartz.com/game/13867/lego-batman-the-videogame/?region=All
1501;E;0;0;http://www.vgchartz.com/game/44438/tnn-motor-sports-hardcore-4x4/?region=All
1502;E;0;0;http://www.vgchartz.com/game/1014/ihra-drag-racing-2/?region=All
1503;T;9;0;http://www.vgchartz.com/game/31026/the-beatles-rock-band/?region=All
1504;T;7.9;0;http://www.vgchartz.com/game/13114/tekken-6/?region=All
1505;M;7.9;0;http://www.vgchartz.com/game/13822/prototype/?region=All
1506;E;0;0;http://www.vgchartz.com/game/6810/deal-or-no-deal/?region=All
1507;E10;6.4;0;http://www.vgchartz.com/game/5284/madagascar/?region=All
1508;E;0;0;http://www.vgchartz.com/game/6411/rugrats-studio-tour/?region=All
1509;E;0;0;http://www.vgchartz.com/game/31346/lego-battles/?region=All
1510;NA;0;0;http://www.vgchartz.com/game/19600/pitfall-ii-lost-caverns/?region=All
1511;M;0;0;http://www.vgchartz.com/game/5950/turok-evolution/?region=All
1512;E;0;0;http://www.vgchartz.com/game/25849/high-school-musical-3-senior-year-dance/?region=All
1513;E;0;0;http://www.vgchartz.com/game/28493/golds-gym-cardio-workout/?region=All
1514;T;9.3;0;http://www.vgchartz.com/game/4915/burnout-3-takedown/?region=All
1515;NA;0;0;http://www.vgchartz.com/game/19959/adventure/?region=All
1516;E;0;0;http://www.vgchartz.com/game/15124/yu-gi-oh-the-sacred-cards/?region=All
1517;M;8.7;0;http://www.vgchartz.com/game/35001/crysis-2/?region=All
1518;E;6.3;0;http://www.vgchartz.com/game/3900/nba-live-07/?region=All
1519;M;0;0;http://www.vgchartz.com/game/71730/saints-row-iv/?region=All
1520;T;0;0;http://www.vgchartz.com/game/7497/singstar-80s/?region=All
1521;E;0;0;http://www.vgchartz.com/game/12349/ea-playground/?region=All
1522;E;0;0;http://www.vgchartz.com/game/2361/test-drive-5/?region=All
1523;NA;0;0;http://www.vgchartz.com/game/4196/romancing-saga-3/?region=All
1524;E;8;0;http://www.vgchartz.com/game/45637/ea-sports-active-2/?region=All
1525;T;0;0;http://www.vgchartz.com/game/522/digimon-world/?region=All
1526;M;0;0;http://www.vgchartz.com/game/82906/rise-of-the-tomb-raider/?region=All
1527;E10;7.9;0;http://www.vgchartz.com/game/3908/need-for-speed-carbon/?region=All
1528;E;7.4;6;http://www.vgchartz.com/game/71431/yoshis-woolly-world/?region=All
1529;E;0;0;http://www.vgchartz.com/game/6340/mega-man-battle-network-3-blue-white-version/?region=All
1530;E;0;0;http://www.vgchartz.com/game/5093/fifa-street/?region=All
1531;M;8.2;0;http://www.vgchartz.com/game/4158/resident-evil-zero/?region=All
1532;T;8.6;0;http://www.vgchartz.com/game/3909/need-for-speed-most-wanted/?region=All
1533;NA;0;0;http://www.vgchartz.com/game/82933/tom-clancys-rainbow-six-siege/?region=All
1534;E;0;0;http://www.vgchartz.com/game/14960/pirates-of-the-caribbean-the-curse-of-the-black-pearl/?region=All
1535;T;7.8;0;http://www.vgchartz.com/game/2520/transformers/?region=All
1536;T;0;0;http://www.vgchartz.com/game/16428/guitar-hero-aerosmith/?region=All
1537;E;7.4;0;http://www.vgchartz.com/game/24686/mystery-case-files-millionheir/?region=All
1538;T;8.4;9.8;http://www.vgchartz.com/game/18897/valkyria-chronicles/?region=All
1539;E10;0;0;http://www.vgchartz.com/game/5351/midnight-club-3-dub-edition-america-weekly-sales/?region=All
1540;T;8.5;0;http://www.vgchartz.com/game/335/champions-of-norrath/?region=All
1541;M;0;0;http://www.vgchartz.com/game/71547/watch-dogs/?region=All
1542;E;0;0;http://www.vgchartz.com/game/25966/imagine-wedding-designer/?region=All
1543;M;7.6;0;http://www.vgchartz.com/game/78258/metal-gear-solid-v-ground-zeroes/?region=All
1544;NA;0;0;http://www.vgchartz.com/game/6538/yakuman/?region=All
1545;M;8.6;0;http://www.vgchartz.com/game/85503/assassins-creed-syndicate/?region=All
1546;T;0;0;http://www.vgchartz.com/game/109/army-men-3d/?region=All
1547;T;0;0;http://www.vgchartz.com/game/70837/wwe-13/?region=All
1548;T;6.7;0;http://www.vgchartz.com/game/2551/twisted-metal-4/?region=All
1549;M;8;0;http://www.vgchartz.com/game/5318/manhunt/?region=All
1550;E10;8;0;http://www.vgchartz.com/game/45683/kid-icarus-uprising/?region=All
1551;M;0;0;http://www.vgchartz.com/game/12685/silent-hill-2/?region=All
1552;T;7.8;0;http://www.vgchartz.com/game/21884/tomb-raider-underworld/?region=All
1553;T;9.3;9;http://www.vgchartz.com/game/327/castlevania-symphony-of-the-night/?region=All
1554;T;7.5;0;http://www.vgchartz.com/game/6480/the-sims-2-nightlife/?region=All
1555;E10;7.5;0;http://www.vgchartz.com/game/13867/lego-batman-the-videogame/?region=All
1556;T;0;0;http://www.vgchartz.com/game/1911/road-rash/?region=All
1557;E;5.9;0;http://www.vgchartz.com/game/71153/pokemon-mystery-dungeon-gates-to-infinity/?region=All
1558;NA;0;0;http://www.vgchartz.com/game/20153/atlantis/?region=All
1559;E;8.3;0;http://www.vgchartz.com/game/24995/nba-2k9/?region=All
1560;T;7.5;0;http://www.vgchartz.com/game/51582/wwe-12/?region=All
1561;T;8.7;0;http://www.vgchartz.com/game/6513/tony-hawks-underground/?region=All
1562;NA;0;0;http://www.vgchartz.com/game/6297/hogans-alley/?region=All
1563;M;0;0;http://www.vgchartz.com/game/70799/the-elder-scrolls-online/?region=All
1564;E;0;0;http://www.vgchartz.com/game/25896/jillian-michaels-fitness-ultimatum-2009/?region=All
1565;T;7.7;0;http://www.vgchartz.com/game/2/hackinfection-part-1/?region=All
1566;E;6.8;0;http://www.vgchartz.com/game/12294/rockstar-games-presents-table-tennis/?region=All
1567;E;5.4;0;http://www.vgchartz.com/game/2103/sonic-adventure-dx-directors-cut/?region=All
1568;T;0;0;http://www.vgchartz.com/game/1074/jet-li-rise-to-honor/?region=All
1569;T;0;0;http://www.vgchartz.com/game/2885/battle-arena-toshinden/?region=All
1570;NA;NC;NS;No_URL
1571;E10;7.5;0;http://www.vgchartz.com/game/23457/kung-fu-panda/?region=All
1572;E;0;0;http://www.vgchartz.com/game/6924/tamagotchi-connection-corner-shop/?region=All
1573;E;8.9;0;http://www.vgchartz.com/game/43886/football-manager-2011/?region=All
1574;E;0;0;http://www.vgchartz.com/game/4759/devil-dice/?region=All
1575;E10;8.5;9;http://www.vgchartz.com/game/13437/final-fantasy-iv/?region=All
1576;T;7.4;0;http://www.vgchartz.com/game/77879/hyrule-warriors/?region=All
1577;E10;7.9;0;http://www.vgchartz.com/game/3908/need-for-speed-carbon/?region=All
1578;NA;0;0;http://www.vgchartz.com/game/6203/championship-manager-0304/?region=All
1579;NA;0;0;http://www.vgchartz.com/game/6200/brian-lara-cricket/?region=All
1580;E;7;0;http://www.vgchartz.com/game/6826/ratatouille/?region=All
1581;E;0;0;http://www.vgchartz.com/game/5982/wheel-of-fortune/?region=All
1582;NA;0;0;http://www.vgchartz.com/game/71121/lego-the-lord-of-the-rings/?region=All
1583;E;0;0;http://www.vgchartz.com/game/16525/winter-sports-the-ultimate-challenge/?region=All
1584;M;6.3;0;http://www.vgchartz.com/game/26690/socom-us-navy-seals-confrontation/?region=All
1585;E;0;0;http://www.vgchartz.com/game/1530/nba-live-2001/?region=All
1586;T;7.1;0;http://www.vgchartz.com/game/13961/star-wars-the-force-unleashed/?region=All
1587;NA;0;0;http://www.vgchartz.com/game/19696/combat/?region=All
1588;T;8.8;0;http://www.vgchartz.com/game/2464/tom-clancys-rainbow-six-vegas/?region=All
1589;NA;0;0;http://www.vgchartz.com/game/6242/dragon-ball-daimaou-fukkatsu/?region=All
1590;NA;0;0;http://www.vgchartz.com/game/6276/gegege-no-kitarou-2-youkai-gundan-no-chousen/?region=All
1591;E;0;0;http://www.vgchartz.com/game/1873/reel-fishing/?region=All
1592;T;0;0;http://www.vgchartz.com/game/71001/injustice-gods-among-us/?region=All
1593;E;6.9;0;http://www.vgchartz.com/game/1770/pokemon-xd-gale-of-darkness/?region=All
1594;M;7.7;0;http://www.vgchartz.com/game/2912/black/?region=All
1595;E;7.3;0;http://www.vgchartz.com/game/7414/rollercoaster-tycoon-2/?region=All
1596;T;0;0;http://www.vgchartz.com/game/2475/lara-croft-tomb-raider-the-angel-of-darkness/?region=All
1597;T;9.2;9;http://www.vgchartz.com/game/2471/tom-clancys-splinter-cell-pandora-tomorrow/?region=All
1598;T;0;0;http://www.vgchartz.com/game/1912/road-rash-3d/?region=All
1599;T;0;0;http://www.vgchartz.com/game/1848/ratchet-deadlocked/?region=All
1600;T;0;0;http://www.vgchartz.com/game/4851/baldurs-gate-dark-alliance/?region=All
1601;E10;0;0;http://www.vgchartz.com/game/7156/transformers-autobots-decepticons/?region=All
1602;NA;0;0;http://www.vgchartz.com/game/48676/tales-of-xillia/?region=All
1603;E;5.9;0;http://www.vgchartz.com/game/6066/diddy-kong-racing-ds/?region=All
1604;M;7.9;0;http://www.vgchartz.com/game/13822/prototype/?region=All
1605;M;6.3;0;http://www.vgchartz.com/game/35187/assassins-creed-bloodlines/?region=All
1606;T;8.3;0;http://www.vgchartz.com/game/6381/oddworld-abes-oddysee/?region=All
1607;M;0;0;http://www.vgchartz.com/game/71483/the-witcher-3-wild-hunt/?region=All
1608;E;0;0;http://www.vgchartz.com/game/4171/ridge-racer-v/?region=All
1609;T;0;0;http://www.vgchartz.com/game/23190/wwe-smackdown-vs-raw-2009/?region=All
1610;NA;NC;NS;No_URL
1611;T;0;0;http://www.vgchartz.com/game/5764/star-wars-episode-iii-revenge-of-the-sith/?region=All
1612;E;0;0;http://www.vgchartz.com/game/12581/ben-10-protector-of-earth/?region=All
1613;E;3;0;http://www.vgchartz.com/game/812/frogger-the-great-quest/?region=All
1614;E;8.2;0;http://www.vgchartz.com/game/42916/2010-fifa-world-cup-south-africa/?region=All
1615;M;9.4;0;http://www.vgchartz.com/game/1654/ninja-gaiden/?region=All
1616;E;6.9;0;http://www.vgchartz.com/game/4987/crash-bandicoot-the-wrath-of-cortex/?region=All
1617;M;0;0;http://www.vgchartz.com/game/5035/driv3r/?region=All
1618;NA;0;0;http://www.vgchartz.com/game/43455/disneys-tarzan-disneys-aladdin-in-nasiras-revenge-disneys-the-emperors-new-groove-action-game/?region=All
1619;E;0;0;http://www.vgchartz.com/game/83767/farming-simulator-2015/?region=All
1620;T;0;0;http://www.vgchartz.com/game/16428/guitar-hero-aerosmith/?region=All
1621;T;0;0;http://www.vgchartz.com/game/13441/medal-of-honor-airborne/?region=All
1622;E;0;0;http://www.vgchartz.com/game/3616/kirby-tilt-n-tumble/?region=All
1623;E;5.8;0;http://www.vgchartz.com/game/6434/spongebob-squarepants-battle-for-bikini-bottom/?region=All
1624;T;0;0;http://www.vgchartz.com/game/5971/vigilante-8/?region=All
1625;NA;0;0;http://www.vgchartz.com/game/12497/castlevania/?region=All
1626;E;7.6;0;http://www.vgchartz.com/game/6228/donkey-kong-country-2/?region=All
1627;M;8.6;7.2;http://www.vgchartz.com/game/25465/bayonetta/?region=All
1628;E;0;0;http://www.vgchartz.com/game/4680/warioware-inc-mega-microgame/?region=All
1629;T;0;0;http://www.vgchartz.com/game/39617/star-wars-battlefront-ii/?region=All
1630;E;8.5;0;http://www.vgchartz.com/game/86434/madden-nfl-17/?region=All
1631;E;8.6;0;http://www.vgchartz.com/game/13684/boom-blox/?region=All
1632;M;8.6;0;http://www.vgchartz.com/game/85599/fallout-4/?region=All
1633;T;0;0;http://www.vgchartz.com/game/12365/the-sims-2-castaway/?region=All
1634;E10;0;0;http://www.vgchartz.com/game/70696/lego-batman-2-dc-super-heroes/?region=All
1635;T;7.3;0;http://www.vgchartz.com/game/42947/naruto-shippuden-ultimate-ninja-storm-2/?region=All
1636;E;8.1;0;http://www.vgchartz.com/game/1263/mario-power-tennis/?region=All
1637;E;7.4;0;http://www.vgchartz.com/game/3511/intelligent-qube/?region=All
1638;E;0;0;http://www.vgchartz.com/game/6274/game-amp-watch-gallery-2/?region=All
1639;E;0;0;http://www.vgchartz.com/game/6275/game-amp-watch-gallery-3/?region=All
1640;NA;0;0;http://www.vgchartz.com/game/19685/pac-man/?region=All
1641;NA;0;0;http://www.vgchartz.com/game/3995/parfait-chocolat-second-style/?region=All
1642;E;8.4;0;http://www.vgchartz.com/game/51210/f1-2011/?region=All
1643;E;0;0;http://www.vgchartz.com/game/4944/cars/?region=All
1644;E;8.3;0;http://www.vgchartz.com/game/6370/nba-live-99/?region=All
1645;NA;0;0;http://www.vgchartz.com/game/2987/chocobo-no-fushigi-dungeon/?region=All
1646;E;8.3;0;http://www.vgchartz.com/game/3418/golden-sun-the-lost-age/?region=All
1647;E;8;0;http://www.vgchartz.com/game/6415/simcity-2000/?region=All
1648;M;8.1;0;http://www.vgchartz.com/game/5333/max-payne/?region=All
1649;T;0;0;http://www.vgchartz.com/game/5978/wcw-mayhem/?region=All
1650;E;0;0;http://www.vgchartz.com/game/3899/nba-2k2/?region=All
1651;E;0;0;http://www.vgchartz.com/game/5424/nascar-thunder-2003/?region=All
1652;T;8.5;0;http://www.vgchartz.com/game/45688/super-street-fighter-iv-3d-edition/?region=All
1653;E;0;0;http://www.vgchartz.com/game/4944/cars/?region=All
1654;E;0;0;http://www.vgchartz.com/game/829/fuzion-frenzy/?region=All
1655;T;0;0;http://www.vgchartz.com/game/4937/call-of-duty-finest-hour/?region=All
1656;E;8.7;0;http://www.vgchartz.com/game/43328/fifa-soccer-11/?region=All
1657;E;0;0;http://www.vgchartz.com/game/6421/sly-cooper-and-the-thievius-raccoonus/?region=All
1658;E10;7.5;0;http://www.vgchartz.com/game/34924/lego-indiana-jones-2-the-adventure-continues/?region=All
1659;NA;NC;NS;No_URL
1660;NA;0;0;http://www.vgchartz.com/game/3139/dragon-quest-iv-michibikareshi-monotachi/?region=All
1661;T;0;0;http://www.vgchartz.com/game/6444/star-wars-episode-1-jedi-power-battles/?region=All
1662;M;8.8;0;http://www.vgchartz.com/game/3096/dino-crisis-2/?region=All
1663;E;8.6;0;http://www.vgchartz.com/game/5491/need-for-speed-underground/?region=All
1664;NA;0;0;http://www.vgchartz.com/game/28376/shrek-shrek-2-2-in-1-gameboy-advance-video/?region=All
1665;E;0;0;http://www.vgchartz.com/game/2360/test-drive-4/?region=All
1666;NA;NC;NS;No_URL
1667;E;8;0;http://www.vgchartz.com/game/7550/world-soccer-winning-eleven-9-jp-amp-others-sales/?region=All
1668;T;0;0;http://www.vgchartz.com/game/5277/the-lord-of-the-rings-the-fellowship-of-the-ring/?region=All
1669;E10;7.5;0;http://www.vgchartz.com/game/43295/lego-star-wars-iii-the-clone-wars/?region=All
1670;E;7.5;0;http://www.vgchartz.com/game/132/atv-offroad-fury-3/?region=All
1671;E;9.1;0;http://www.vgchartz.com/game/1740/pikmin-2/?region=All
1672;E10;0;0;http://www.vgchartz.com/game/85741/just-dance-2016/?region=All
1673;E;0;0;http://www.vgchartz.com/game/25879/disney-sing-it/?region=All
1674;M;0;0;http://www.vgchartz.com/game/82889/battlefield-hardline/?region=All
1675;T;0;0;http://www.vgchartz.com/game/85561/wwe-2k16/?region=All
1676;NA;0;0;http://www.vgchartz.com/game/3168/dragon-ball-z-la-legende-saien/?region=All
1677;NA;0;0;http://www.vgchartz.com/game/31117/twinbee/?region=All
1678;NA;0;0;http://www.vgchartz.com/game/31809/ganbare-goemon-karakuri-douchuu/?region=All
1679;E;9.7;0;http://www.vgchartz.com/game/1583/nfl-2k/?region=All
1680;NA;0;0;http://www.vgchartz.com/game/6423/solarstriker/?region=All
1681;T;0;0;http://www.vgchartz.com/game/3212/enter-the-matrix/?region=All
1682;E;0;0;http://www.vgchartz.com/game/24749/nhl-2002/?region=All
1683;E;7.7;0;http://www.vgchartz.com/game/3724/mario-vs-donkey-kong-2-march-of-the-minis/?region=All
1684;NA;NC;NS;No_URL
1685;NA;NC;NS;No_URL
1686;T;7.6;0;http://www.vgchartz.com/game/74166/wwe-2k14/?region=All
1687;M;8.7;0;http://www.vgchartz.com/game/1332/metal-gear-solid-portable-ops/?region=All
1688;T;0;0;http://www.vgchartz.com/game/5550/nuclear-strike/?region=All
1689;E;7.7;0;http://www.vgchartz.com/game/82962/captain-toad-treasure-tracker/?region=All
1690;T;0;0;http://www.vgchartz.com/game/12782/wwe-smackdown-vs-raw-2008/?region=All
1691;T;6.1;0;http://www.vgchartz.com/game/5700/the-simpsons-road-rage/?region=All
1692;E;8.2;0;http://www.vgchartz.com/game/12645/pro-evolution-soccer-2008/?region=All
1693;E;0;0;http://www.vgchartz.com/game/6435/spongebob-squarepants-revenge-of-the-flying-dutchman/?region=All
1694;E;6.8;0;http://www.vgchartz.com/game/50943/mario-amp-sonic-at-the-london-2012-olympic-games/?region=All
1695;M;0;0;http://www.vgchartz.com/game/5663/scarface-the-world-is-yours/?region=All
1696;E;0;0;http://www.vgchartz.com/game/1147/kobe-bryant-in-nba-courtside/?region=All
1697;NA;0;0;http://www.vgchartz.com/game/6207/disneys-chip-n-dale-rescue-rangers/?region=All
1698;E;0;0;http://www.vgchartz.com/game/603/the-dukes-of-hazzard-racing-for-home/?region=All
1699;M;0;0;http://www.vgchartz.com/game/5194/hitman-2-silent-assassin/?region=All
1700;E;0;0;http://www.vgchartz.com/game/72084/fifa-14/?region=All
1701;E;8.2;0;http://www.vgchartz.com/game/5728/spider-man-the-movie/?region=All
1702;E;7.1;0;http://www.vgchartz.com/game/3307/final-fantasy-i-amp-ii-dawn-of-souls/?region=All
1703;E;9;0;http://www.vgchartz.com/game/103818/nba-2k17/?region=All
1704;E;7.7;0;http://www.vgchartz.com/game/85570/pokemon-super-mystery-dungeon/?region=All
1705;E10;0;0;http://www.vgchartz.com/game/70917/just-dance-4/?region=All
1706;M;6.8;0;http://www.vgchartz.com/game/1330/metal-gear-solid-vr-missions/?region=All
1707;NA;0;0;http://www.vgchartz.com/game/21447/pole-position/?region=All
1708;M;0;0;http://www.vgchartz.com/game/50669/resident-evil-operation-raccoon-city/?region=All
1709;E10;7.5;0;http://www.vgchartz.com/game/15206/lego-indiana-jones-the-original-adventures/?region=All
1710;NA;NC;NS;No_URL
1711;T;8.9;0;http://www.vgchartz.com/game/2031/shenmue/?region=All
1712;E;8.8;0;http://www.vgchartz.com/game/3719/mario-tennis/?region=All
1713;T;9.3;0;http://www.vgchartz.com/game/5931/tony-hawks-pro-skater-2/?region=All
1714;T;7.5;0;http://www.vgchartz.com/game/51582/wwe-12/?region=All
1715;T;8.1;0;http://www.vgchartz.com/game/35089/wwe-smackdown-vs-raw-2010/?region=All
